SaleID name regDate model brand bodyType fuelType gearbox power kilometer notRepairedDamage regionCode seller offerType creatDate price v_0 v_1 v_2 v_3 v_4 v_5 v_6 v_7 v_8 v_9 v_10 v_11 v_12 v_13 v_14
0 736 20040402 30.0 6 1.0 0.0 0.0 60 12.5 0.0 1046 0 0 20160404 1850 43.357796312505826 3.9663441656784544 0.050257094214176436 2.15974409399339 1.143786186793559 0.23567590669911015 0.10198824077953883 0.129548661418789 0.02281636740006269 0.09746182870576199 -2.8818032385553165 2.8040967707208506 -2.4208207926122784 0.7952919433118377 0.9147624995703408
1 2262 20030301 40.0 1 2.0 0.0 0.0 0 15.0 - 4366 0 0 20160309 3600 45.30527301812686 5.236111897708937 0.13792532384004388 1.3806574602893849 -1.4221649206603162 0.2647772555037097 0.12100359404116512 0.1357307068829055 0.026597448118262774 0.020581662632484482 -4.9004818817666775 2.0963376444273414 -1.0304828371563102 -1.7226737753851349 0.2455224109670493
2 14874 20040403 115.0 15 1.0 0.0 0.0 163 12.5 0.0 2806 0 0 20160402 6222 45.97835906231524 4.823792215285537 1.3195241517895064 -0.9984672739518792 -0.996911034763586 0.25141014780875875 0.11491227654046415 0.16514749334496415 0.06217283730726245 0.02707482416830506 -4.846749260269903 1.803558941229932 1.5653296250457633 -0.8326873267265079 -0.22996285613259074
3 71865 19960908 109.0 10 0.0 0.0 1.0 193 15.0 0.0 434 0 0 20160312 2400 45.687478202385684 4.492574133926967 -0.05061584257537274 0.8835996711505136 -2.228078725239773 0.2742931709082824 0.11030008468643802 0.12196374573186793 0.033394547122199615 0.0 -4.5095988235247955 1.2859397444845837 -0.5018679084368517 -2.4383527366881763 -0.4786993792688288
4 111080 20120103 110.0 5 1.0 0.0 0.0 68 5.0 0.0 6977 0 0 20160313 5200 44.38351084286087 2.031433258227642 0.5721689478637533 -1.5712390275218755 2.246088325318186 0.2280356217997828 0.0732050535564685 0.09188047928262777 0.07881938473498606 0.12153424142524565 -1.8962402786050725 0.9107831337379366 0.9311095588151709 2.8345178203938377 1.9234819632780635
5 137642 20090602 24.0 10 0.0 1.0 0.0 109 10.0 0.0 3690 0 0 20160319 8000 46.323165381774395 -3.229285171266851 0.15661492833900464 -1.7272169244954632 -0.3456895594045602 0.2602464497107163 0.000518240777448753 0.11983762684215195 0.09092173819180396 0.04876931318389327 1.8855255403890592 -2.7219432986174272 2.457659673092216 -0.28697345216385745 0.20657258424627856
6 2402 19990411 13.0 4 0.0 0.0 1.0 150 15.0 0.0 3073 0 0 20160317 3500 46.10433461703255 4.926219444368321 0.11331143265396665 1.644606453037599 -1.2703813885986035 0.26799814828129104 0.11767528049788555 0.14233417845627075 0.025445733090970857 0.02817408894848062 -4.902199843903487 1.6106163868619114 -0.8346050900939878 -1.9961172184852607 -0.10318036156903608
7 165346 19990706 26.0 14 1.0 0.0 0.0 101 15.0 0.0 4000 0 0 20160326 1000 42.255585819004814 -3.167771424456629 -0.6766928879278368 1.9426729837728287 0.5242058881986318 0.2395059297716484 0.0 0.12294313007355424 0.03983936215453336 0.0824125340955883 3.6938287580246114 -0.2450140381538229 -2.1928097189004454 0.23672797186677025 0.1955674507297452
8 2974 20030205 19.0 1 2.0 1.0 1.0 179 15.0 0.0 4679 0 0 20160326 2850 46.08488801384834 4.893716550309196 0.4753331302828047 0.5565750102457186 -1.2624898685134558 0.26383278576210195 0.1165826806382554 0.1442547659281785 0.03985120044003428 0.024387577181693702 -4.925234337008594 1.5877956620094642 0.07534761622084843 -1.5510978738920809 0.06943296402435542
9 82021 19980101 7.0 7 5.0 0.0 0.0 88 15.0 0.0 302 0 0 20160402 650 43.07462647776722 1.6663861955536914 -2.2015449141144696 3.096860713179949 0.8438521497767868 0.2624727278632309 0.06826711631143091 0.012175606025187658 0.010291331810831215 0.09872749127736392 -1.089583621016556 0.600682839511134 -4.186209599379301 0.1982730611708035 -1.0258224809501677
10 18961 20050811 19.0 9 3.0 1.0 0.0 101 15.0 0.0 1193 0 0 20160320 3100 45.4012408106402 4.19531117054076 -0.37051250510566464 0.4442513403193768 -0.08492111472328412 0.2619440156365181 0.10538528342847953 0.07727147076170374 0.042444594609327764 0.06079415792147365 -4.206000305836536 1.0603908799245334 -0.6475152253048767 -0.19119351000508092 0.3491873370490697
11 74495 20080312 1.0 6 2.0 0.0 0.0 75 2.0 0.0 5709 0 0 20160326 5450 44.35598388910977 -3.04079314851274 -0.404017904999722 -1.864856750570952 -0.8927896531526949 0.2604966362349064 0.0005415994165144716 0.07562910983984834 0.08713158431020195 0.030019111730029586 2.3266818317933766 -2.0938895707527743 1.3661020032643387 0.03661299156012522 1.499550709760264
12 120103 20010307 48.0 14 1.0 0.0 0.0 58 6.0 0.0 2753 0 0 20160321 1600 42.30922400496684 -3.0822860081065677 -0.6048132575528504 0.8433331663428728 0.38872673831041904 0.24077454186786104 0.00011629935653114543 0.10457342632923544 0.05330259659539553 0.07424955680874021 3.4772913728890664 -0.4614501662364378 -1.4428349139302823 0.6592553388259733 1.1993498610648266
13 8129 20041110 65.0 1 0.0 0.0 0.0 150 15.0 1.0 3203 0 0 20160326 3100 46.84457359325553 4.175332139703738 0.4906091982641042 0.08571843653611362 -0.38240510956491375 0.2614135829492228 0.10694952662137842 0.13494472345207228 0.05036425440899277 0.05135892665479296 -4.61469218546291 0.8218894475483761 0.7534899567120511 -0.8864252608945964 -0.341561730945428
14 1896 20070009 1.0 0   0.0 0 15.0 - 3972 0 0 20160402 6900 37.47772581476449 4.43978787052738 17.089898452540492 2.9691829688111318 0.3013889219874657 0.0 0.1172650753740159 1.2972194107585944 0.04088528594978328 0.02018731890838152 2.550858529149555 18.192442717435245 5.145350964701636 -0.8361690104451954 0.6450976468596058
15 84546 19990209 138.0 27 6.0 0.0 0.0 128 15.0 0.0 2869 0 0 20160331 3200 45.03577144382812 2.841244846551377 -1.7134336407321198 0.3083450688231488 0.2385392821908067 0.271371344257791 0.08473739468859412 0.0 0.0440325141097241 0.07510816324158641 -3.1732607336705745 -0.3392958291758773 -1.3219799764633924 -0.011934880035066795 -2.8023509483595115
16 10036 20110911 105.0 1 0.0 1.0 1.0 239 12.5 0.0 419 0 0 20160306 10500 48.30776980269226 2.3664638794819486 1.160400851255316 -1.6410515571849351 0.9407879649328128 0.2514038679010246 0.08223747170788705 0.15007993586668494 0.0826063772394217 0.08869515298992861 -3.625918001841061 -0.6217751042143187 3.0865759424985875 0.16546104401294173 -2.1926352225852126
17 29756 20050804 114.0 21 6.0 0.0 0.0 145 15.0 0.0 207 0 0 20160404 3700 45.00805418709624 -3.0855467523460507 -1.7625591191892933 -1.0010147139047632 0.004436210457416513 0.273476041827587 0.0002417491217655289 0.0 0.07539999125644377 0.06455172776675906 1.9490365554709463 -3.1733226876433434 0.2379597269175184 0.2136466437783392 -0.7080338508757362
18 104088 19981011 48.0 14 1.0 0.0 0.0 45 15.0 - 1440 0 0 20160313 790 41.56443371587492 -3.1186688735560177 -0.9852526353663044 2.167609610708611 0.3292207574469778 0.24101170125196636 0.0 0.10567391964906266 0.03490291452621324 0.07620326375453461 3.882781824557316 -0.02705220157770729 -2.8370591250540214 0.3122699000191681 0.841186427384772
19 15738 20000306 0.0 0 0.0 0.0 0.0 105 15.0 0.0 347 0 0 20160328 1450 44.1765987688844 3.3035644874886945 -0.7482019098335476 1.3381910838106337 -0.9992849291536192 0.2655433106500982 0.09195630599537673 0.07913780261467385 0.02952912971523495 0.03546399140297024 -2.931143619908537 1.2295090652219958 -1.7921651145442496 -1.0293883295350699 0.18240860740298245
20 148669 19970004 48.0 14 1.0 0.0 0.0 54 15.0 0.0 439 0 0 20160311 990 41.90664572988772 2.069275244015883 -0.678881316461075 1.8250390366572504 -0.039354736529142516 0.2442606631275868 0.07285775077102798 0.08841503335466239 0.026091256673393872 0.06278080860674014 -0.8633235556849844 2.0817878260377163 -2.930227099737996 0.24921549151387026 0.8268724261785384
21 12784 20021009 8.0 0 0.0   116 15.0 - 1278 0 0 20160403 2800 45.04307413176082 2.9443026242819523 -0.3612309840916641 0.9152143165446968 -0.4581222065179304 0.2617258833798464 0.08779584325518199 0.09777823100289007 0.03876657287184675 0.05071256143300995 -2.902841391550925 0.8270335588091189 -0.9031747083708688 -0.6838783241477588 0.4702131258463558
22 131637 19970008 26.0 14 1.0 0.0 0.0 75 15.0 - 5727 0 0 20160326 350 41.3464762917731 -3.214313072156973 -1.102792916274461 3.6299303876186815 0.7367628432539245 0.2372507021897209 0.0 0.12660900753467275 0.017123456739287845 0.09323036895900512 4.2169860693200985 0.3466784989546318 -3.941949249295361 0.05216889868893472 -0.15751328456531605
23 8949 19940401 78.0 7 5.0 0.0 0.0 105 15.0 1.0 1266 0 0 20160317 599 43.74018478409386 3.4082533029682933 -1.8504659326590511 2.5932105318610192 0.7499606228192233 0.2635718733615559 0.09329171281835 0.01642466648830006 0.013495281262085736 0.09399994261982787 -2.8916592073247305 1.1041136412591903 -3.5803044293571045 0.1579923261405681 -1.133201187814493
24 24822 20111106 21.0 16 1.0 1.0 1.0 54 5.0 0.0 940 0 0 20160327 9250 45.924172059790436 1.8825094206022532 1.264432821021415 -1.8605946352009752 0.6174008659916634 0.23964242812427786 0.07287912446798125 0.15049496082137706 0.08351643917893993 0.07256429360616984 -2.276866330296592 0.4241555071265285 2.3106389418146795 0.9735272280953836 1.281068188375544
25 12877 20060111 3.0 3 2.0 1.0 0.0 101 15.0 0.0 141 0 0 20160311 3650 44.78618390660202 3.5309074473986364 -0.11942278220436747 -0.038961380373232365 1.1337210041710326 0.2464157660907865 0.09531795883348657 0.07800918669477518 0.05221058851051043 0.09534971109090694 -3.3728652677206936 1.1744345820989877 -0.4013025511004323 1.0468358973520135 -0.6310532429582856
26 1983 20020403 4.0 4 0.0 1.0 0.0 150 15.0 0.0 1212 0 0 20160401 2800 45.5424405336715 5.469757961671071 -0.03817624009112088 0.4560858844794172 -1.5023372962119808 0.2694857894195916 0.12360622709391846 0.10214898213662386 0.037357710903273264 0.016911603450064514 -5.358872010954645 1.7001942509488122 -0.4608884849338828 -1.4826706759217192 -0.006074753831863599
27 4415 20011209 31.0 10 2.0 1.0 0.0 143 15.0 1.0 1157 0 0 20160331 2399 45.75145813282423 5.019532863813842 0.31352813532017115 0.7167792877634154 -1.1889155685289554 0.26335519776918204 0.11802004412770095 0.13408385168100864 0.036865389016289406 0.02736816988321906 -4.9238112358994455 1.7354602644855128 -0.2839007676630228 -1.4657744450461354 -0.3488580404582449
28 129342 19990504 121.0 10 5.0 0.0 1.0 218 10.0 0.0 5928 0 0 20160314 4900 45.26828810820698 -3.1792368716955512 -1.267099012947681 -0.2691180078157668 -1.4087104107871429 0.2790181628982638 0.00010377144582705071 0.05795572751152129 0.06564179724430272 0.02329400475982344 2.1065770348927426 -2.8456681805187927 0.26341986172694914 -1.3826825056857428 -0.3668496392754264
29 4365 20031008 7.0 7 0.0 0.0 0.0 105 12.5 0.0 2034 0 0 20160311 2999 45.22938191269147 3.1040909970063377 -0.3231571264573794 0.7714750313844128 1.3674145798016804 0.2491000219072153 0.09030949794234022 0.08344241150750553 0.04387327058292624 0.10619119472786556 -3.0870108683965163 0.8618821063490788 -0.8426176532655313 0.8781200272237524 -0.1919864946371683
30 713 20021108 4.0 4 0.0 0.0 0.0 170 15.0 0.0 1801 0 0 20160310 3350 45.27211854608197 5.129143742806141 -0.16223716376782382 0.6288479605025178 -1.5152678592614541 0.2693959532857912 0.118585362217324 0.09893619545357038 0.03544897414774785 0.01691637261176299 -4.955360226529415 1.6521203805196385 -0.7195194518410346 -1.4854140052437048 -0.06394360196162753
31 12341 20130810 19.0 5 3.0 1.0 0.0 90 3.0 0.0 3113 0 0 20160404 12900 46.448207124623366 -3.1516147273688597 0.02592164866285536 -2.964404760202917 0.13074251649006918 0.2599203197671249 0.0006376806168381406 0.08058778795560438 0.10675439191330637 0.059899732030253124 1.5956189924160586 -3.1445488371079127 3.1807435442444913 0.6862058982116205 1.1661588512042582
32 32455 19980404 4.0 4 7.0 0.0 0.0 170 15.0 1.0 859 0 0 20160314 850 45.2284166649836 4.311924800232863 0.0692647297293252 2.250398462514691 -1.0421449683413313 0.2611982621977984 0.10865083787460916 0.15246110984092145 0.018885615262936414 0.03627583216601543 -3.942863828288201 1.9394559791443609 -1.566315162097446 -1.8042819677395383 -0.4352201939073571
33 183927 20051206 75.0 10 6.0 2.0 1.0 306 15.0 0.0 1887 0 0 20160329 14000 47.425008174759185 -3.2264689702919407 -0.665688378814978 -2.2208010740697643 -1.1686996397646834 0.2827095177721849 0.0005072091239680164 0.06251373043503809 0.09452610142673808 0.02686216152816177 1.2044828877056095 -4.032932805142091 2.8004158068652583 -1.1186066478191896 -0.7132956720971717
34 107569 20130409 0.0 0 0.0 1.0 0.0 150 5.0 0.0 2533 0 0 20160309 17300 46.48408540662418 -3.1100898514696835 0.2854939292713313 -3.415999760132688 -0.1337475551809879 0.2592105913210731 0.0010570439236313458 0.09000439167359378 0.11248450368689678 0.049636847816074255 1.5394005273338962 -3.082380823913744 3.6480067684021695 0.6491584788450223 1.6568657821080246
35 14634 20021006 40.0 1 4.0 0.0 0.0 170 15.0 - 441 0 0 20160324 5450 46.64865076936603 4.551677866894014 -0.4369480561906065 -0.20397798364726968 -1.7170161839489986 0.28210268032531666 0.1109031773621609 0.07200679715503105 0.04770165835515919 0.01144189098302448 -5.134813203029799 0.2926300068166475 0.3185185689073175 -1.7023411464116291 0.3598518465015897
36 11472 20030605 31.0 10 5.0 0.0 0.0 163 15.0 0.0 3031 0 0 20160319 4800 45.732404611535515 -3.217337934851636 -1.020533213801303 -0.4671119059653235 -1.1266783719314308 0.2765540791552694 0.00010823026486004504 0.07035503690486253 0.06995730507988282 0.03121228292016164 1.9995411031449384 -2.9550463684167743 0.7164686826391474 -1.187307147039059 -0.19175806510301613
37 29604 20091212 19.0 25 3.0 1.0 0.0 90 15.0 0.0 4264 0 0 20160308 5150 46.51011750603737 5.4125169129763115 0.21181311691453206 -1.3002742015613544 -0.09071034189853673 0.2624023437823044 0.12263450433929696 0.0745682238416686 0.06368550561433445 0.055666367484060175 -5.818393815224235 0.9636310683812952 1.151463356575013 0.1842466161155251 0.6805674637044606
38 16663 20050906 17.0 10 0.0 0.0 1.0 163 12.5 0.0 4231 0 0 20160402 8999 46.36803969004029 -3.256215411759252 0.1479548683173977 -1.3536375941181775 -1.3408832515137414 0.2674814842820133 0.0004111259202386872 0.13483763815195873 0.08452829538762126 0.02023823896853875 1.9194733806625324 -2.69948354817098 2.289038042068965 -1.2918042040998168 0.39502467538407016
39 171200 19920308 19.0 1 4.0 0.0 0.0 133 10.0 0.0 1097 0 0 20160319 7777 47.020069954366285 -3.3422859691330014 -0.5367112696589998 -0.1992007222902595 -1.133918320290822 0.2774096703396969 0.00028238421783652963 0.11464467660080252 0.06968531750819297 0.03253339886849069 1.7562472676625571 -3.2431967196741573 1.3975683742292708 -1.7084632047569657 0.09205447475168406
40 13271 20040510 107.0 25 3.0 0.0 0.0 116 12.5 0.0 3340 0 0 20160307 2450 44.32233171206543 -3.1458636644756317 -1.1355343418052417 -0.2256007511779836 2.740116315934609 0.2417234074103783 0.00014125817638924935 0.03463161840751998 0.07210577795056099 0.14838445255331514 2.5510823432942886 -2.1015134244741622 -0.3185617163118515 2.2941207783204565 -2.310851031093541
41 39409 20070802 48.0 14 1.0 3.0 0.0 75 15.0 0.0 1513 0 0 20160313 4450 43.86322090550814 -3.1042065457008925 0.17675941500637296 -1.0163511757296797 1.0082040927115956 0.2363548777142095 0.0005187824495762207 0.11821696758352912 0.08152030886890417 0.08734927040993898 2.843947680844229 -1.1593603350660684 0.8531762479356981 1.4675757759539785 1.8959247208525256
42 20694 19960009 0.0 0 4.0  0.0 90 15.0 0.0 4825 0 0 20160328 1600 44.69377590464189 2.017016753800365 -1.4791421176980342 2.0396467063834454 -0.720858289649764 0.2745466244840215 0.07439928391932585 0.053081168270377815 0.023301387954119308 0.04861117871591945 -2.0363099907370827 0.10745763962664652 -2.330681713217784 -1.204631923353629 -0.022019358128262632
43 189569 20040908 115.0 15 1.0 0.0 0.0 116 15.0 0.0 555 0 0 20160322 3800 45.163636799535645 -3.3049453207381765 0.7126261470088421 -0.03374630630862392 -0.4589638639875474 0.2463340183055596 0.00016879817939666902 0.19236420905211232 0.07003330958815114 0.048240623873900115 2.7205193635091045 -1.344997992104204 1.2496241342503391 -0.8779039739720501 -0.3511905187190576
44 26890 19990506 4.0 4 5.0 0.0 0.0 102 15.0 0.0 891 0 0 20160315 1550 44.655583262304155 2.792401146613903 -1.4112234563315196 2.7980659182172096 -1.1629338676482948 0.2766329468756317 0.08592916659796355 0.07201686019803644 0.011249494521292454 0.03681413441708042 -2.6151045013499687 0.6731024851300732 -2.857666487318852 -1.9093615306299996 -0.6748028837166976
45 8893 20010306 16.0 13 1.0  0.0 60 15.0 0.0 1326 0 0 20160330 850 41.92192285363656 3.767860824903512 -0.6498879562982626 3.050551994418747 1.804678783261648 0.2309433563937417 0.09797629089674627 0.09289132698941242 0.009967933725870492 0.1203075822255206 -2.180792245354982 3.1980501880250265 -4.031761807650077 1.411831401250638 0.22087401431458029
46 2205 20080606 4.0 4 2.0 1.0 0.0 177 15.0 0.0 2402 0 0 20160322 10500 47.0902068239446 4.838210829144775 0.9925133999848872 -0.9778481288389916 -0.5474599798960715 0.2587343046122293 0.1160192640070572 0.14467018939284884 0.06294607434243042 0.041373266640391086 -5.3317443780457285 1.0525086397264172 1.7685296245808133 -0.6266594834556862 0.5819832240326989
47 5162 20080412 78.0 7 2.0 1.0 0.0 140 15.0 0.0 1650 0 0 20160306 6000 44.8120891217561 4.784911192351576 -0.05869239007161028 -0.6493342809792612 1.1342820448816529 0.2467966107571769 0.11251367227855234 0.06061262733991845 0.056680570814856085 0.09292937219776844 -4.561220302876097 1.579388429118591 -0.135645262077244 1.4016393019914593 -0.13797803880751094
48 130399 20070703 111.0 27 0.0 1.0 0.0 115 12.5 - 2107 0 0 20160325 8200 46.00236251263076 -3.1811031324305405 -0.05734634626718159 -2.0017405434885043 1.65794412754301 0.24641261840333656 0.0006546180681823387 0.0828829436280698 0.09707780702059382 0.11044155546988836 1.915815551097708 -2.7065530238129587 2.2714149813625863 1.4880993078461828 -1.6971537188596846
49 37552 20030707 47.0 1 4.0 0.0 0.0 180 15.0 - 1733 0 0 20160308 8500 46.4266969952991 -3.215473191062436 -0.7272967237530691 -1.3578520237471596 -1.8551653877509104 0.2824622804296438 0.0002613629080701065 0.07864430330713318 0.08117626464191649 0.0071588366940661735 1.659201481019356 -3.3676080022823847 1.8230511501779991 -1.739949219082522 -0.29496188897329584
50 3010 20020707 17.0 10 0.0 1.0 1.0 150 7.0 0.0 62 0 0 20160322 12000 46.3821766096688 4.966708773302679 0.3321244299664304 -0.6332003820753432 -1.8661727109592172 0.2723507169445669 0.11673875604642428 0.11225224006920707 0.05345148694742621 0.0041486043172512 -5.303591326525559 1.0242338027453506 0.9196146786376628 -1.6905318967714469 0.11870876612149547
51 110832 20020006 5.0 5 4.0 0.0 0.0 109 15.0 1.0 5484 0 0 20160325 350 41.99699231768856 -3.0926227676038582 -2.780618127923532 2.706163996467719 0.9807520980685799 0.2597688729172811 0.0 0.0 0.024790168676836668 0.10118501198757048 3.392746248771398 -1.3609678813132078 -4.125563488686051 0.6265077980882316 -0.20809403273779792
52 2856 20080205 40.0 1 2.0 1.0 0.0 170 15.0 0.0 1328 0 0 20160324 11599 46.25421231856393 4.6598184810332945 0.6458420575194576 -0.8930503307560207 -1.201590642326937 0.2631061562504284 0.11238530756705008 0.1260519006304726 0.059233718426702935 0.02129535314099069 -4.928450358846957 1.1526573619327989 1.2087036699866551 -0.937200688618297 0.8049251099517191
53 151472 20010304 7.0 5 0.0 0.0 0.0 75 15.0 0.0 1332 0 0 20160319 450 41.96477761579374 -3.133607543267535 -1.9373566612342688 2.5303801825316703 1.009046059704675 0.24993617403828294 0.0 0.04496069775298149 0.029574508467585893 0.10106996862904964 3.5963721129968462 -0.8070340236913812 -3.5035334679611347 0.6066473066788732 -0.6344951508217824
54 48983 19970804 110.0 5 1.0 0.0 0.0 0 12.5 0.0 3763 0 0 20160403 1000 41.04533042992517 -3.0113385217296003 -1.2010839988947866 1.3839879583344945 0.6822941119010218 0.2387520230388517 0.0 0.06870317787306604 0.04383539838440462 0.08472818184765607 3.844513134865946 -0.06813203683085241 -2.7119345690311367 1.0854109175461255 0.5992963252447983
55 99768 19990704 65.0 1 0.0 0.0 0.0 101 15.0 - 703 0 0 20160319 2499 44.33628559997538 -3.2234363455172748 -0.8490424021603445 0.6618900257307287 -1.4109484459456103 0.26785038352110113 0.0 0.10407089190446182 0.05421510706845535 0.024242893387467764 2.704913460309779 -1.8589655612264817 -0.4584935108310882 -1.5957614079514921 -0.9127956327118928
56 115726 20050507 44.0 0 3.0 1.0 0.0 131 15.0 0.0 305 0 0 20160309 8990 45.62098661757495 -3.1255874906364483 -0.4102454468051301 -2.0551367645720955 -1.4525610141394725 0.27150817387988513 0.0004238608614720385 0.07894323478618392 0.0902935458209386 0.015553975763427338 1.8732668542765365 -2.8610405744891327 2.0881465033675033 -0.8797989656248085 0.11213437315965008
57 15668 20061212 200.0 37 6.0 1.0 1.0 109 15.0 0.0 80 0 0 20160316 3800 47.925676989661824 4.127122386222362 -0.3599749153986156 0.21377136368176436 2.121533721550271 0.25935246314209665 0.10700418729762266 0.06554616470940758 0.05257362224152428 0.13281779030139335 -5.0987675839490585 -0.2306650804438909 0.4772071722615108 0.7926964141888831 -3.4196907723422885
58 1581 20061205 5.0 5 1.0 0.0 0.0 75 8.0 0.0 92 0 0 20160321 3100 44.037940410602005 3.8536662995223954 0.3810022700299451 1.2979303296907505 1.715800618998396 0.2313939742031575 0.10069648243011464 0.13212783900887606 0.036526285724278636 0.11343198862004375 -3.077993737615309 2.43091464661597 -1.3738513366300968 1.3268463189108484 0.6708065938744919
59 162381 19980902 155.0 7 4.0 0.0 0.0 110 15.0 - 1415 0 0 20160328 2850 44.09201446902089 -3.0915014450550466 -1.8878544322724524 -0.042780405800373685 0.4164955935997091 0.2666674987925763 0.0 0.0028251642190149705 0.06297941717953008 0.08011020913302938 2.410426133528254 -2.533506240086666 -0.8700608284861977 0.4124567762586063 -1.6673801916209183
60 1937 20090705 87.0 3 2.0 0.0 0.0 160 12.5 0.0 779 0 0 20160321 9200 46.81275470192398 2.5273703090667947 0.7847053015815585 -1.87371505262628 1.42144882712496 0.2444816395551229 0.08250942228893936 0.11062833825684976 0.08299008121293665 0.10139415433779124 -3.2991125408780135 -0.11035941930962656 2.328798020370152 1.170283699029509 -1.7674058286671548
61 3935 20000311 31.0 10 0.0 0.0 1.0 163 15.0 0.0 828 0 0 20160311 2499 45.85549477234086 4.625324275236988 0.02955501416185619 0.8335386368723994 -1.2539329694338577 0.267688397164874 0.11244613205619013 0.11971151310308993 0.0358879504488368 0.02716470934268977 -4.660481396282049 1.3392936757879896 -0.4280199022358494 -1.6090901400403783 -0.4287633248909619
62 47562 20071111 0.0 0 3.0 0.0 0.0 102 12.5 0.0 1157 0 0 20160315 142 42.7190733716601 -3.358662317576092 -1.7819410200485724 4.5555810521638 1.15393542491603 0.2501160053961952 0.0 0.10368326898082088 0.0064813720943436215 0.11012587133737982 3.8126537057964263 -0.6235413173620588 -4.398697317506472 -0.22471930829163056 0.01588300617050524
63 708 20001210 0.0 0 0.0 0.0 0.0 75 15.0 0.0 1415 0 0 20160401 2200 44.280695356553736 4.425229338651227 -0.6783301006240923 1.5230134993310143 -1.012150011843204 0.2658339335231737 0.10804485679383267 0.0809962674584019 0.02455641903351216 0.034906703340138144 -3.9319993669555418 1.7454446148742195 -1.9721569002476853 -1.0870411065399077 0.21264702471520772
64 59894 20000212 26.0 14 2.0 0.0 0.0 75 15.0 - 1350 0 0 20160328 800 43.6208950917705 4.949706444281787 -0.6689860575725276 0.8683376314174949 -0.0510261833142526 0.2556533321850297 0.11428275977390408 0.055485186335840514 0.032145411168955224 0.061069122845122864 -4.213315208911928 2.1651218760358684 -1.9396146287460627 0.2044346616181704 0.2927715219610949
65 13574 20021103 0.0 0 0.0 0.0 0.0 105 9.0 0.0 2400 0 0 20160324 3200 44.90895239832304 2.9826001327095786 -0.4243761468913008 1.0092383730177863 -0.44194654563732055 0.26157148636905303 0.08822683587689803 0.0947248151559165 0.03719329896224476 0.05160223938240801 -2.8871714905999597 0.8902235621103493 -1.0637064869692805 -0.6696364328899853 0.4272294937970056
